query	entrezgene	name	symbol	alias	taxid	HGNC
TSPAN16	26526	tetraspanin 16	TSPAN16	TM-8, TM4-B, TM4SF16	9606	HGNC:30725
TSPAN17	26262	tetraspanin 17	TSPAN17	FBX23, FBXO23, TM4SF17	9606	HGNC:13594
TSPAN18	90139	tetraspanin 18	TSPAN18	TSPAN	9606	HGNC:20660
TSPAN2	10100	tetraspanin 2	TSPAN2	NET3, TSN2, TSPAN-2	9606	HGNC:20659
TSPAN3	10099	tetraspanin 3	TSPAN3	TM4-A, TM4SF8, TSPAN-3	9606	HGNC:17752
TSPAN31	6302	tetraspanin 31	TSPAN31	SAS	9606	HGNC:10539
TSPAN32	10077	tetraspanin 32	TSPAN32	ART1, PHEMX, PHMX, TSSC6	9606	HGNC:13410
TSPAN33	340348	tetraspanin 33	TSPAN33	PEN, PEN., TSPAN-33	9606	HGNC:28743
TSPAN4	7106	tetraspanin 4	TSPAN4	NAG-2, NAG2, TETRASPAN, TM4SF7, TSPAN-4	9606	HGNC:11859
TSPAN5	10098	tetraspanin 5	TSPAN5	NET-4, NET4, TM4SF9, TSPAN-5	9606	HGNC:17753
TSPAN6	7105	tetraspanin 6	TSPAN6	T245, TM4SF6, TSPAN-6	9606	HGNC:11858
TSPAN7	7102	tetraspanin 7	TSPAN7	A15, CCG-B7, CD231, DXS1692E, MRX58	9606	HGNC:11854
TSPAN8	7103	tetraspanin 8	TSPAN8	CO-029, TM4SF3	9606	HGNC:11855
TSPAN9	10867	tetraspanin 9	TSPAN9	NET-5, NET5, PP1057	9606	HGNC:21640
TSPEAR	54084	thrombospondin type laminin G domain and EAR repeats	TSPEAR	C21orf29, DFNB98, ECTD14, TSP-EAR	9606	HGNC:1268
TSPO	706	translocator protein	TSPO	BPBS, BZRP, DBI, IBP, MBR	9606	HGNC:1158
TSPO2	222642	translocator protein 2	TSPO2	BZRPL1	9606	HGNC:21256
BZRAP1	9256	TSPO associated protein 1	TSPOAP1	BZRAP1, PBR-IP, PRAX-1, PRAX1, RIM-BP1	9606	HGNC:16831
TSPY1	7258	testis specific protein Y-linked 1	TSPY1	CT78, DYS14, TSPY, pJA923	9606	HGNC:12381
TSPY10	100289087	testis specific protein Y-linked 10	TSPY10	CT78, TSPY, TSPY1, TSPY3	9606	HGNC:37473
TSPY2	64591	testis specific protein Y-linked 2	TSPY2	TSPYQ1	9606	HGNC:23924
TSPY3	728137	testis specific protein Y-linked 3	TSPY3	CT78, TSPY, TSPY1, TSPY10	9606	HGNC:33876
TSPY4	728395	testis specific protein Y-linked 4	TSPY4	TSPY10, TSPY8	9606	HGNC:37287
TSPY8	728403	testis specific protein Y-linked 8	TSPY8		9606	HGNC:37471
TSPYL1	7259	TSPY like 1	TSPYL1	TSPYL	9606	HGNC:12382
TSPYL2	64061	TSPY like 2	TSPYL2	CDA1, CINAP, CTCL, DENTT, HRIHFB2216	9606	HGNC:24358
TSPYL4	23270	TSPY like 4	TSPYL4	dJ486I3.2	9606	HGNC:21559
TSPYL5	85453	TSPY like 5	TSPYL5		9606	HGNC:29367
TSPYL6	388951	TSPY like 6	TSPYL6		9606	HGNC:14521
TSR1	55720	TSR1 ribosome maturation factor	TSR1		9606	HGNC:25542
TSR2	90121	TSR2 ribosome maturation factor	TSR2	DBA14, DT1P1A10, WGG1	9606	HGNC:25455
C16ORF42	115939	TSR3 ribosome maturation factor	TSR3	C16orf42, HsTsr3	9606	HGNC:14175
TSR3	115939	TSR3 ribosome maturation factor	TSR3	C16orf42, HsTsr3	9606	HGNC:14175
TSSC2	650368	tumor suppressing subtransferable candidate 2 (pseudogene)	TSSC2		9606	HGNC:12384
TSSC4	10078	tumor suppressing subtransferable candidate 4	TSSC4		9606	HGNC:12386
TSSK1B	83942	testis specific serine kinase 1B	TSSK1B	FKSG81, SPOGA4, STK22D, TSK1, TSSK1	9606	HGNC:14968
TSSK2	23617	testis specific serine kinase 2	TSSK2	DGS-G, SPOGA2, STK22B, TSK2	9606	HGNC:11401
TSSK3	81629	testis specific serine kinase 3	TSSK3	SPOGA3, STK22C, STK22D, TSK3	9606	HGNC:15473
TSSK4	283629	testis specific serine kinase 4	TSSK4	C14orf20, STK22E, TSK-4, TSK4, TSSK5	9606	HGNC:19825
TSSK6	83983	testis specific serine kinase 6	TSSK6	CT72, FKSG82, SSTK, TSSK4	9606	HGNC:30410
TST	7263	thiosulfate sulfurtransferase	TST	RDS	9606	HGNC:12388
TSTD1	100131187	thiosulfate sulfurtransferase like domain containing 1	TSTD1	KAT, TST	9606	HGNC:35410
TSTD2	158427	thiosulfate sulfurtransferase like domain containing 2	TSTD2	C9orf97	9606	HGNC:30087
TTBK1	84630	tau tubulin kinase 1	TTBK1	BDTK	9606	HGNC:19140
TTBK2	146057	tau tubulin kinase 2	TTBK2	SCA11, TTBK	9606	HGNC:19141
TTC1	7265	tetratricopeptide repeat domain 1	TTC1	TPR1	9606	HGNC:12391
TTC12	54970	tetratricopeptide repeat domain 12	TTC12	CILD45, TPARM	9606	HGNC:23700
TTC13	79573	tetratricopeptide repeat domain 13	TTC13		9606	HGNC:26204
TTC14	151613	tetratricopeptide repeat domain 14	TTC14	DRDL5813, PRO19630	9606	HGNC:24697
TTC16	158248	tetratricopeptide repeat domain 16	TTC16		9606	HGNC:26536
TTC17	55761	tetratricopeptide repeat domain 17	TTC17		9606	HGNC:25596
TTC19	54902	tetratricopeptide repeat domain 19	TTC19	2010204O13Rik, MC3DN2	9606	HGNC:26006
TTC21A	199223	tetratricopeptide repeat domain 21A	TTC21A	IFT139A, SPGF37, STI2	9606	HGNC:30761
TTC21B	79809	tetratricopeptide repeat domain 21B	TTC21B	ATD4, FAP60, FLA17, IFT139, IFT139B	9606	HGNC:25660
TTC22	55001	tetratricopeptide repeat domain 22	TTC22		9606	HGNC:26067
TTC23	64927	tetratricopeptide repeat domain 23	TTC23	HCC-8	9606	HGNC:25730
TTC23L	153657	tetratricopeptide repeat domain 23 like	TTC23L	MC25-1	9606	HGNC:26355
TTC24	164118	tetratricopeptide repeat domain 24	TTC24		9606	HGNC:32348
TTC26	79989	tetratricopeptide repeat domain 26	TTC26	DYF13, IFT56, dyf-13	9606	HGNC:21882
TTC27	55622	tetratricopeptide repeat domain 27	TTC27		9606	HGNC:25986
TTC28	23331	tetratricopeptide repeat domain 28	TTC28	TPRBK	9606	HGNC:29179
TTC29	83894	tetratricopeptide repeat domain 29	TTC29	NYD-SP14, SPGF42, TBPP2A	9606	HGNC:29936
TTC3	7267	tetratricopeptide repeat domain 3	TTC3	DCRR1, RNF105, TPRDIII	9606	HGNC:12393
TTC30A	92104	tetratricopeptide repeat domain 30A	TTC30A	FAP259, IFT70A, TTC30B	9606	HGNC:25853
TTC30B	150737	tetratricopeptide repeat domain 30B	TTC30B	IFT70, IFT70B, fleer	9606	HGNC:26425
TTC31	64427	tetratricopeptide repeat domain 31	TTC31		9606	HGNC:25759
TTC32	130502	tetratricopeptide repeat domain 32	TTC32		9606	HGNC:32954
TTC33	23548	tetratricopeptide repeat domain 33	TTC33	OSRF	9606	HGNC:29959
TTC34	100287898	tetratricopeptide repeat domain 34	TTC34		9606	HGNC:34297
TTC36	143941	tetratricopeptide repeat domain 36	TTC36	HBP21	9606	HGNC:33708
KIAA0372	9652	tetratricopeptide repeat domain 37	TTC37	KIAA0372, Ski3, THES	9606	HGNC:23639
TTC37	9652	tetratricopeptide repeat domain 37	TTC37	KIAA0372, Ski3, THES	9606	HGNC:23639
TTC38	55020	tetratricopeptide repeat domain 38	TTC38	LL22NC03-5H6.5	9606	HGNC:26082
C1ORF34	22996	tetratricopeptide repeat domain 39A	TTC39A	C1orf34, DEME-6	9606	HGNC:18657
TTC39A	22996	tetratricopeptide repeat domain 39A	TTC39A	C1orf34, DEME-6	9606	HGNC:18657
C9ORF52	158219	tetratricopeptide repeat domain 39B	TTC39B	C9orf52	9606	HGNC:23704
TTC39B	158219	tetratricopeptide repeat domain 39B	TTC39B	C9orf52	9606	HGNC:23704
TTC39C	125488	tetratricopeptide repeat domain 39C	TTC39C	C18orf17, HsT2697	9606	HGNC:26595
TTC4	7268	tetratricopeptide repeat domain 4	TTC4	CNS1	9606	HGNC:12394
TTC5	91875	tetratricopeptide repeat domain 5	TTC5	NEDCAFD, Strap	9606	HGNC:19274
TTC6	319089	tetratricopeptide repeat domain 6	TTC6	C14orf25, NCRNA00291	9606	HGNC:19739
TTC7A	57217	tetratricopeptide repeat domain 7A	TTC7A	GIDID, MINAT, TTC7	9606	HGNC:19750
TTC7B	145567	tetratricopeptide repeat domain 7B	TTC7B	TTC7L1, c14_5685	9606	HGNC:19858
TTC8	123016	tetratricopeptide repeat domain 8	TTC8	BBS8, RP51	9606	HGNC:20087
TTC9	23508	tetratricopeptide repeat domain 9	TTC9	TTC9A	9606	HGNC:20267
TTC9B	148014	tetratricopeptide repeat domain 9B	TTC9B		9606	HGNC:26395
TTC9C	283237	tetratricopeptide repeat domain 9C	TTC9C		9606	HGNC:28432
TTF1	7270	transcription termination factor 1	TTF1	TTF-1, TTF-I	9606	HGNC:12397
TTF2	8458	transcription termination factor 2	TTF2	F2, HuF2, ZGRF6	9606	HGNC:12398
KIAA0406	9675	TELO2 interacting protein 1	TTI1	KIAA0406, smg-10	9606	HGNC:29029
TTI1	9675	TELO2 interacting protein 1	TTI1	KIAA0406, smg-10	9606	HGNC:29029
TTI2	80185	TELO2 interacting protein 2	TTI2	C8orf41, MRT39	9606	HGNC:26262
TTK	7272	TTK protein kinase	TTK	CT96, ESK, MPH1, MPS1, MPS1L1	9606	HGNC:12401
TTL	150465	tubulin tyrosine ligase	TTL		9606	HGNC:21586
TTLL1	25809	tubulin tyrosine ligase like 1	TTLL1	C22orf7, HS323M22B	9606	HGNC:1312
TTLL10	254173	tubulin tyrosine ligase like 10	TTLL10	TTLL5	9606	HGNC:26693
TTLL11	158135	tubulin tyrosine ligase like 11	TTLL11	C9orf148, C9orf20, TTLL11-IT1, bA244O19.1	9606	HGNC:18113
TTLL12	23170	tubulin tyrosine ligase like 12	TTLL12	dJ526I14.2	9606	HGNC:28974
TTLL13	440307	tubulin tyrosine ligase like 13, pseudogene	TTLL13P	TTLL13	9606	HGNC:32484
TTLL13P	440307	tubulin tyrosine ligase like 13, pseudogene	TTLL13P	TTLL13	9606	HGNC:32484
TTLL2	83887	tubulin tyrosine ligase like 2	TTLL2	C6orf104, NYD-TSPG, dJ366N23.3	9606	HGNC:21211
TTLL3	26140	tubulin tyrosine ligase like 3	TTLL3	HOTTL	9606	HGNC:24483
TTLL4	9654	tubulin tyrosine ligase like 4	TTLL4		9606	HGNC:28976
TTLL5	23093	tubulin tyrosine ligase like 5	TTLL5	CORD19, KIAA0998, STAMP	9606	HGNC:19963
TTLL6	284076	tubulin tyrosine ligase like 6	TTLL6	TTL.6	9606	HGNC:26664
TTLL7	79739	tubulin tyrosine ligase like 7	TTLL7		9606	HGNC:26242
TTLL8	164714	tubulin tyrosine ligase like 8	TTLL8		9606	HGNC:34000
TTLL9	164395	tubulin tyrosine ligase like 9	TTLL9	C20orf125	9606	HGNC:16118
TTN	7273	titin	TTN	CMD1G, CMH9, CMPD4, EOMFC, HMERF	9606	HGNC:12403
TTPA	7274	alpha tocopherol transfer protein	TTPA	ATTP, AVED, TTP1, alphaTTP	9606	HGNC:12404
C20ORF121	79183	alpha tocopherol transfer protein like	TTPAL	C20orf121	9606	HGNC:16114
TTPAL	79183	alpha tocopherol transfer protein like	TTPAL	C20orf121	9606	HGNC:16114
TTR	7276	transthyretin	TTR	ATTR, CTS, CTS1, HEL111, HsT2651	9606	HGNC:12405
NCRNA00185	83869	testis-specific transcript, Y-linked 14	TTTY14	CYorf14, NCRNA00137, NCRNA00185, PRO2834, TTY14	9606	HGNC:18495
TTTY15	64595	testis-specific transcript, Y-linked 15	TTTY15	NCRNA00138	9606	HGNC:18567
TTTY2	60439	testis-specific transcript, Y-linked 2	TTTY2	NCRNA00109, TTY2, lINC00109	9606	HGNC:14023
TTYH1	57348	tweety family member 1	TTYH1		9606	HGNC:13476
TTYH2	94015	tweety family member 2	TTYH2	C17orf29	9606	HGNC:13877
TTYH3	80727	tweety family member 3	TTYH3		9606	HGNC:22222
TUB	7275	TUB bipartite transcription factor	TUB	RDOB, rd5	9606	HGNC:12406
TUBA1A	7846	tubulin alpha 1a	TUBA1A	B-ALPHA-1, LIS3, TUBA3	9606	HGNC:20766
TUBA1B	10376	tubulin alpha 1b	TUBA1B	K-ALPHA-1	9606	HGNC:18809
TUBA1C	84790	tubulin alpha 1c	TUBA1C	TUBA6, bcm948	9606	HGNC:20768
TUBA3C	7278	tubulin alpha 3c	TUBA3C	TUBA2, bA408E5.3	9606	HGNC:12408
TUBA3D	113457	tubulin alpha 3d	TUBA3D	H2-ALPHA, KTCN9, TUBA2	9606	HGNC:24071
TUBA3E	112714	tubulin alpha 3e	TUBA3E		9606	HGNC:20765
TUBA3FP	113691	tubulin alpha 3f pseudogene	TUBA3FP		9606	HGNC:24067
TUBA4A	7277	tubulin alpha 4a	TUBA4A	ALS22, H2-ALPHA, TUBA1	9606	HGNC:12407
TUBA4B	80086	tubulin alpha 4b	TUBA4B	TUBA4	9606	HGNC:18637
TUBA8	51807	tubulin alpha 8	TUBA8	CDCBM8, TUBAL2	9606	HGNC:12410
TUBAL3	79861	tubulin alpha like 3	TUBAL3		9606	HGNC:23534
TUBB	203068	tubulin beta class I	TUBB	CDCBM6, CSCSC1, M40, OK/SW-cl.56, TUBB1	9606	HGNC:20778
TUBB1	81027	tubulin beta 1 class VI	TUBB1		9606	HGNC:16257
TUBB2A	7280	tubulin beta 2A class IIa	TUBB2A	CDCBM5, TUBB, TUBB2	9606	HGNC:12412
TUBB2B	347733	tubulin beta 2B class IIb	TUBB2B	CDCBM7, PMGYSA, bA506K6.1	9606	HGNC:30829
TUBB3	10381	tubulin beta 3 class III	TUBB3	CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3	9606	HGNC:20772
TUBB4	10382	tubulin beta 4A class IVa	TUBB4A	DYT4, TUBB4, beta-5	9606	HGNC:20774
TUBB4A	10382	tubulin beta 4A class IVa	TUBB4A	DYT4, TUBB4, beta-5	9606	HGNC:20774
TUBB2C	10383	tubulin beta 4B class IVb	TUBB4B	Beta2, LCAEOD, TUBB2, TUBB2C	9606	HGNC:20771
TUBB4B	10383	tubulin beta 4B class IVb	TUBB4B	Beta2, LCAEOD, TUBB2, TUBB2C	9606	HGNC:20771
TUBB6	84617	tubulin beta 6 class V	TUBB6	FPVEPD, HsT1601, TUBB-5	9606	HGNC:20776
TUBB4Q	56604	tubulin beta 7 pseudogene	TUBB7P	TUBB4Q	9606	HGNC:12413
TUBB8	347688	tubulin beta 8 class VIII	TUBB8	OOMD, OOMD2, bA631M21.2	9606	HGNC:20773
TUBBP2	647000	tubulin beta pseudogene 2	TUBBP2		9606	HGNC:12415
TUBBP5	643224	tubulin beta pseudogene 5	TUBBP5		9606	HGNC:23674
TUBD1	51174	tubulin delta 1	TUBD1	TUBD	9606	HGNC:16811
TUBE1	51175	tubulin epsilon 1	TUBE1	TUBE, dJ142L7.2	9606	HGNC:20775
TUBG1	7283	tubulin gamma 1	TUBG1	CDCBM4, GCP-1, TUBG, TUBGCP1	9606	HGNC:12417
TUBG2	27175	tubulin gamma 2	TUBG2		9606	HGNC:12419
TUBGCP2	10844	tubulin gamma complex associated protein 2	TUBGCP2	ALP4, GCP-2, GCP2, Grip103, PAMDDFS	9606	HGNC:18599
TUBGCP3	10426	tubulin gamma complex associated protein 3	TUBGCP3	104p, ALP6, GCP3, Grip104, SPBC98	9606	HGNC:18598
TUBGCP4	27229	tubulin gamma complex associated protein 4	TUBGCP4	76P, GCP-4, GCP4, Grip76, MCCRP3	9606	HGNC:16691
TUBGCP5	114791	tubulin gamma complex associated protein 5	TUBGCP5	GCP5	9606	HGNC:18600
TUBGCP6	85378	tubulin gamma complex associated protein 6	TUBGCP6	GCP-6, GCP6, MCCRP, MCCRP1, MCPHCR	9606	HGNC:18127
TUFM	7284	Tu translation elongation factor, mitochondrial	TUFM	COXPD4, EF-TuMT, EFTU, P43	9606	HGNC:12420
TUFT1	7286	tuftelin 1	TUFT1		9606	HGNC:12422
TUG1	55000	taurine up-regulated 1	TUG1	LINC00080, NCRNA00080, TI-227H	9606	HGNC:26066
TULP1	7287	TUB like protein 1	TULP1	LCA15, RP14, TUBL1	9606	HGNC:12423
TULP2	7288	TUB like protein 2	TULP2	CT65, TUBL2	9606	HGNC:12424
TULP3	7289	TUB like protein 3	TULP3	TUBL3	9606	HGNC:12425
TULP4	56995	TUB like protein 4	TULP4	TUSP	9606	HGNC:15530
TUSC1	286319	tumor suppressor candidate 1	TUSC1	CCDC89B, TSG-9, TSG9	9606	HGNC:31010
TUSC2	11334	tumor suppressor 2, mitochondrial calcium regulator	TUSC2	C3orf11, FUS1, PAP, PDAP2	9606	HGNC:17034
TUSC3	7991	tumor suppressor candidate 3	TUSC3	D8S1992, M33, MRT22, MRT7, MagT2	9606	HGNC:30242
TUT1	64852	terminal uridylyl transferase 1, U6 snRNA-specific	TUT1	PAPD2, RBM21, STARPAP, TENT1, TUTase	9606	HGNC:26184
ZCCHC11	23318	terminal uridylyl transferase 4	TUT4	PAPD3, TENT3A, ZCCHC11	9606	HGNC:28981
ZCCHC6	79670	terminal uridylyl transferase 7	TUT7	PAPD6, TENT3B, ZCCHC6	9606	HGNC:25817
FAM18A	780776	trans-golgi network vesicle protein 23 homolog A	TVP23A	FAM18A, YDR084C	9606	HGNC:20398
TVP23A	780776	trans-golgi network vesicle protein 23 homolog A	TVP23A	FAM18A, YDR084C	9606	HGNC:20398
FAM18B	51030	trans-golgi network vesicle protein 23 homolog B	TVP23B	CGI-148, FAM18B, FAM18B1, NPD008, YDR084C	9606	HGNC:20399
FAM18B1	51030	trans-golgi network vesicle protein 23 homolog B	TVP23B	CGI-148, FAM18B, FAM18B1, NPD008, YDR084C	9606	HGNC:20399
TVP23B	51030	trans-golgi network vesicle protein 23 homolog B	TVP23B	CGI-148, FAM18B, FAM18B1, NPD008, YDR084C	9606	HGNC:20399
FAM18B2	201158	trans-golgi network vesicle protein 23 homolog C	TVP23C	FAM18B2	9606	HGNC:30453
TVP23C	201158	trans-golgi network vesicle protein 23 homolog C	TVP23C	FAM18B2	9606	HGNC:30453
FAM18B2-CDRT4	100533496	TVP23C-CDRT4 readthrough	TVP23C-CDRT4	FAM18B2, FAM18B2-CDRT4, TVP23C	9606	HGNC:42961
TVP23C-CDRT4	100533496	TVP23C-CDRT4 readthrough	TVP23C-CDRT4	FAM18B2, FAM18B2-CDRT4, TVP23C	9606	HGNC:42961
TWF1	5756	twinfilin actin binding protein 1	TWF1	A6, PTK9	9606	HGNC:9620
TWF2	11344	twinfilin actin binding protein 2	TWF2	A6RP, A6r, MSTP011, PTK9L	9606	HGNC:9621
TWIST1	7291	twist family bHLH transcription factor 1	TWIST1	ACS3, BPES2, BPES3, CRS, CRS1	9606	HGNC:12428
TWIST2	117581	twist family bHLH transcription factor 2	TWIST2	AMS, BBRSAY, DERMO1, FFDD3, SETLSS	9606	HGNC:20670
C10ORF2	56652	twinkle mtDNA helicase	TWNK	ATXN8, C10orf2, IOSCA, MTDPS7, PEO	9606	HGNC:1160
PEO1	56652	twinkle mtDNA helicase	TWNK	ATXN8, C10orf2, IOSCA, MTDPS7, PEO	9606	HGNC:1160
TWSG1	57045	twisted gastrulation BMP signaling modulator 1	TWSG1	TSG	9606	HGNC:12429
TXK	7294	TXK tyrosine kinase	TXK	BTKL, PSCTK5, PTK4, RLK, TKL	9606	HGNC:12434
TXLNA	200081	taxilin alpha	TXLNA	IL14, TXLN	9606	HGNC:30685
TXLNB	167838	taxilin beta	TXLNB	C6orf198, LST001, MDP77, dJ522B19.2	9606	HGNC:21617
CXORF15	55787	taxilin gamma	TXLNG	CXorf15, ELRG, FIAT, LSR5, TXLNGX	9606	HGNC:18578
TXLNG	55787	taxilin gamma	TXLNG	CXorf15, ELRG, FIAT, LSR5, TXLNGX	9606	HGNC:18578
TXLNGY	246126	taxilin gamma pseudogene, Y-linked	TXLNGY	CYorf15A, CYorf15B, TXLNG2P	9606	HGNC:18473
TXN	7295	thioredoxin	TXN	TRDX, TRX, TRX1, Trx80	9606	HGNC:12435
TXN2	25828	thioredoxin 2	TXN2	COXPD29, MT-TRX, MTRX, TRX2, TXN	9606	HGNC:17772
TXNDC11	51061	thioredoxin domain containing 11	TXNDC11	EFP1	9606	HGNC:28030
TXNDC12	51060	thioredoxin domain containing 12	TXNDC12	AG1, AGR1, ERP16, ERP18, ERP19	9606	HGNC:24626
TXNDC15	79770	thioredoxin domain containing 15	TXNDC15	BUG, C5orf14, UNQ335	9606	HGNC:20652
TXNDC16	57544	thioredoxin domain containing 16	TXNDC16	ERp90, KIAA1344	9606	HGNC:19965
TXNDC17	84817	thioredoxin domain containing 17	TXNDC17	TRP14, TXNL5	9606	HGNC:28218
TXNDC2	84203	thioredoxin domain containing 2	TXNDC2	SPTRX, SPTRX1	9606	HGNC:16470
TXNDC5	81567	thioredoxin domain containing 5	TXNDC5	ENDOPDI, ERP46, HCC-2, HCC2, PDIA15	9606	HGNC:21073
TXNDC8	255220	thioredoxin domain containing 8	TXNDC8	SPTRX-3, SPTRX3, TRX6, bA427L11.2	9606	HGNC:31454
TXNDC9	10190	thioredoxin domain containing 9	TXNDC9	APACD, PHLP3	9606	HGNC:24110
TXNIP	10628	thioredoxin interacting protein	TXNIP	ARRDC6, EST01027, HHCPA78, THIF, VDUP1	9606	HGNC:16952
TXNL1	9352	thioredoxin like 1	TXNL1	HEL-S-114, TRP32, TXL-1, TXNL, Txl	9606	HGNC:12436
TXNL4A	10907	thioredoxin like 4A	TXNL4A	BMKS, DIB1, DIM1, SNRNP15, TXNL4	9606	HGNC:30551
TXNL4B	54957	thioredoxin like 4B	TXNL4B	DLP, Dim2	9606	HGNC:26041
TXNRD1	7296	thioredoxin reductase 1	TXNRD1	GRIM-12, TR, TR1, TRXR1, TXNR	9606	HGNC:12437
TXNRD2	10587	thioredoxin reductase 2	TXNRD2	GCCD5, SELZ, TR, TR-BETA, TR3	9606	HGNC:18155
TXNRD3	114112	thioredoxin reductase 3	TXNRD3	TGR, TR2, TR2IT1, TRXR3, TXNRD3IT1	9606	HGNC:20667
TYK2	7297	tyrosine kinase 2	TYK2	IMD35, JTK1	9606	HGNC:12440
TYMP	1890	thymidine phosphorylase	TYMP	ECGF, ECGF1, MEDPS1, MNGIE, MTDPS1	9606	HGNC:3148
TYMS	7298	thymidylate synthetase	TYMS	HST422, TMS, TS	9606	HGNC:12441
C18ORF56	494514	TYMS opposite strand RNA	TYMSOS	C18orf56	9606	HGNC:29553
TYR	7299	tyrosinase	TYR	ATN, CMM8, OCA1, OCA1A, OCAIA	9606	HGNC:12442
TYRO3	7301	TYRO3 protein tyrosine kinase	TYRO3	BYK, Dtk, Etk-2, RSE, Rek	9606	HGNC:12446
TYROBP	7305	transmembrane immune signaling adaptor TYROBP	TYROBP	DAP12, KARAP, PLOSL, PLOSL1	9606	HGNC:12449
TYRP1	7306	tyrosinase related protein 1	TYRP1	CAS2, CATB, GP75, OCA3, TRP	9606	HGNC:12450
TYSND1	219743	trypsin like peroxisomal matrix peptidase 1	TYSND1	NET41	9606	HGNC:28531
TYW1	55253	tRNA-yW synthesizing protein 1 homolog	TYW1	RSAFD1, TYW1A, YPL207W	9606	HGNC:25598
TYW1B	441250	tRNA-yW synthesizing protein 1 homolog B	TYW1B	LINC00069, NCRNA00069, RSAFD2	9606	HGNC:33908
TYW3	127253	tRNA-yW synthesizing protein 3 homolog	TYW3	C1orf171	9606	HGNC:24757
TYW5	129450	tRNA-yW synthesizing protein 5	TYW5	C2orf60, hTYW5	9606	HGNC:26754
U2AF1	7307	U2 small nuclear RNA auxiliary factor 1	U2AF1	FP793, RN, RNU2AF1, U2AF35, U2AFBP	9606	HGNC:12453
U2AF1L4	199746	U2 small nuclear RNA auxiliary factor 1 like 4	U2AF1L4	U2AF1-RS3, U2AF1L3, U2AF1L3V1, U2AF1RS3, U2af26	9606	HGNC:23020
U2AF2	11338	U2 small nuclear RNA auxiliary factor 2	U2AF2	U2AF65	9606	HGNC:23156
U2SURP	23350	U2 snRNP associated SURP domain containing	U2SURP	SR140, fSAPa	9606	HGNC:30855
UACA	55075	uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA	NUCLING	9606	HGNC:15947
UAP1	6675	UDP-N-acetylglucosamine pyrophosphorylase 1	UAP1	AGX, AGX1, AGX2, SPAG2	9606	HGNC:12457
UAP1L1	91373	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	UAP1L1		9606	HGNC:28082
UBA1	7317	ubiquitin like modifier activating enzyme 1	UBA1	A1S9, A1S9T, A1ST, AMCX1, CFAP124	9606	HGNC:12469
UBE1	7317	ubiquitin like modifier activating enzyme 1	UBA1	A1S9, A1S9T, A1ST, AMCX1, CFAP124	9606	HGNC:12469
UBA2	10054	ubiquitin like modifier activating enzyme 2	UBA2	ARX, HRIHFB2115, SAE2	9606	HGNC:30661
UBA3	9039	ubiquitin like modifier activating enzyme 3	UBA3	NAE2, UBE1C, hUBA3	9606	HGNC:12470
UBE1C	9039	ubiquitin like modifier activating enzyme 3	UBA3	NAE2, UBE1C, hUBA3	9606	HGNC:12470
UBA5	79876	ubiquitin like modifier activating enzyme 5	UBA5	DEE44, EIEE44, SCAR24, THIFP1, UBE1DC1	9606	HGNC:23230
UBE1DC1	79876	ubiquitin like modifier activating enzyme 5	UBA5	DEE44, EIEE44, SCAR24, THIFP1, UBE1DC1	9606	HGNC:23230
UBA52	7311	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52	CEP52, HUBCEP52, L40, RPL40	9606	HGNC:12458
UBA6	55236	ubiquitin like modifier activating enzyme 6	UBA6	E1-L2, MOP-4, UBE1L2	9606	HGNC:25581
UBE1L2	55236	ubiquitin like modifier activating enzyme 6	UBA6	E1-L2, MOP-4, UBE1L2	9606	HGNC:25581
UBA7	7318	ubiquitin like modifier activating enzyme 7	UBA7	D8, UBA1B, UBE1L, UBE2	9606	HGNC:12471
UBE1L	7318	ubiquitin like modifier activating enzyme 7	UBA7	D8, UBA1B, UBE1L, UBE2	9606	HGNC:12471
UBAC1	10422	UBA domain containing 1	UBAC1	GBDR1, KPC2, UBADC1	9606	HGNC:30221
UBAC2	337867	UBA domain containing 2	UBAC2	PHGDHL1	9606	HGNC:20486
FAM100A	124402	UBA like domain containing 1	UBALD1	FAM100A, PP11303	9606	HGNC:29576
UBALD1	124402	UBA like domain containing 1	UBALD1	FAM100A, PP11303	9606	HGNC:29576
UBALD2	283991	UBA like domain containing 2	UBALD2	FAM100B	9606	HGNC:28438
UBAP1	51271	ubiquitin associated protein 1	UBAP1	NAG20, SPG80, UAP, UBAP, UBAP-1	9606	HGNC:12461
UBAP1L	390595	ubiquitin associated protein 1 like	UBAP1L	UBAP-1L	9606	HGNC:40028
UBAP2	55833	ubiquitin associated protein 2	UBAP2	UBAP-2	9606	HGNC:14185
UBAP2L	9898	ubiquitin associated protein 2 like	UBAP2L	NICE-4, NICE4	9606	HGNC:29877
UBASH3A	53347	ubiquitin associated and SH3 domain containing A	UBASH3A	CLIP4, STS-2, TULA, TULA-1	9606	HGNC:12462
UBASH3B	84959	ubiquitin associated and SH3 domain containing B	UBASH3B	STS-1, STS1, TULA-2, TULA2, p70	9606	HGNC:29884
UBB	7314	ubiquitin B	UBB	HEL-S-50	9606	HGNC:12463
UBBP4	23666	ubiquitin B pseudogene 4	UBBP4		9606	HGNC:12467
UBC	7316	ubiquitin C	UBC	HMG20	9606	HGNC:12468
